PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS,FTG
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,503,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.791209801953363,0.50415,0.008902
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,485,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.788667336454779,0.6789611904761904,0.10594325000000002
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,499,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.73867619436145,0.50415,0.008902
0,5.035611971639613,3.640242254008412,0.689672643689208,0.3919702400453833,505,40.11939931919651,90.37549872529378,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,68.0212050388842,11.78757758246115,0.6849928571428572,0.11928612499999998
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,488,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.774911955463413,0.6789611904761904,0.10594325000000002
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,493,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.770050592257652,0.6789611904761904,0.10594325000000002
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,499,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.743574517348398,0.50415,0.008902
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,491,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.744665236429102,0.6789611904761904,0.10594325000000002
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,501,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.764577573830707,0.50415,0.008902
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,485,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.734197100023211,0.6789611904761904,0.10594325000000002
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,495,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.76706921427749,0.6789611904761904,0.10594325000000002
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,498,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.760915520691183,0.50415,0.008902
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,499,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.769041483160283,0.50415,0.008902
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,487,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.737957796891349,0.6789611904761904,0.10594325000000002
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,498,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.759680625634731,0.50415,0.008902
0,7.433450139558162,4.376145123221455,0.5344174001064136,0.22811472151259515,500,49.846841800844246,99.0058115505354,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,78.26055390100576,11.755255613516995,0.50415,0.008902
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,484,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.740018682141763,0.6789611904761904,0.10594325000000002
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,492,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.766520751484801,0.6789611904761904,0.10594325000000002
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,494,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.78983300276933,0.6789611904761904,0.10594325000000002
0,5.0273388041553915,4.4720543369099355,0.5353159771532606,0.3920991448474804,489,37.82896197908144,90.20433073757141,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,69.67497591518503,11.734324888809981,0.6789611904761904,0.10594325000000002
