PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS,FTG
4.0,5.124461615240181,4.30223057699752,0.7244114202547451,0.3633753976049112,1.0,89.82225548122717,90.75814871257757,1.0,1.0,2.0,0.0,0.0,1.0,1114.93,151.18,2876.81,194.16,82.29783041997956,11.36610405,0.6361450000000002,0.3624776666666666
0.0,6.6719894459204525,2.036571035286308,0.5397158379872398,0.396549043994643,470.0,99.96955652173983,95.67203465871883,0.0,1.0,2.0,2.0,0.0,0.0,1732.13,371.8,322.29,266.87,32.094082550019245,12.27882619,0.4732916666666662,0.3021054755952381
0.0,5.028472769144958,4.01933698612201,0.7981978554262172,0.3403087273254198,661.0,38.335948980192825,91.95374438773442,1.0,1.0,1.0,1.0,1.0,1.0,3648.55,292.68,2405.18,406.77,54.567621003360195,12.2023861,0.8005350000000007,0.1742278416666667
0.0,5.019000724664861,2.366750276655546,0.6895819976343923,0.34035635939532793,546.0,56.341114973211205,62.13937907933448,1.0,1.0,0.0,1.0,1.0,1.0,4374.08,403.67,1396.45,718.65,44.73331926192091,11.47636067,0.6689154761904763,0.021705183333333326
0.0,5.007116299846188,3.945092180012582,0.627818061110316,0.34172472608413057,690.0,57.4793696176333,56.64374685839634,2.0,0.0,1.0,1.0,0.0,0.0,1466.4,709.97,2587.67,305.43,82.29851499160293,11.74909577,0.7813983333333335,0.0971057027777778
0.0,5.024208365230272,4.035279283959879,0.5699317260504212,0.3421315586856338,405.0,57.13397040878324,34.485068538990824,2.0,0.0,1.0,2.0,1.0,2.0,4435.4,584.89,110.12,754.44,74.89501752448342,12.36323709,0.7463450000000005,0.10387547499999995
0.0,7.328854977369588,2.110560219252737,0.7974780134207758,0.384704896206285,224.0,76.32791202161596,39.30114104301369,0.0,0.0,2.0,0.0,1.0,1.0,339.56,166.71,1597.98,306.47,96.64556430470341,11.36650278,0.21860500000000008,0.17237894047619043
1.0,5.040647096330307,4.0184185517383755,0.5100263187801575,0.2466422556611122,206.0,88.70616557907361,39.5593759221842,1.0,1.0,0.0,0.0,0.0,0.0,606.85,192.98,766.89,212.47,74.60766707699914,11.97090904,0.4763771428571429,0.07775000000000003
0.0,5.0857040012677475,4.001581681701541,0.7329231277174642,0.3373927597198563,355.0,57.374257043101615,52.238372428618135,1.0,1.0,1.0,1.0,1.0,1.0,751.28,209.26,618.66,271.69,79.32814846280428,12.23048952,0.7010200000000001,0.07112956666666667
0.0,6.834738147514059,2.0758900974383314,0.771047927666854,0.11245766740328397,360.0,55.59583492875614,39.462127545479184,1.0,1.0,2.0,2.0,1.0,2.0,1909.3,165.27,138.53,411.75,95.15202818522361,11.16857676,0.19426666666666675,0.30513304166666666
4.0,5.784113262879662,4.110337612884542,0.5992818672391872,0.3611876201201438,1.0,89.67024068206588,79.29471897964589,2.0,0.0,1.0,1.0,0.0,2.0,2903.19,193.58,2906.42,194.69,80.4465370718714,11.26618794,0.6225700000000001,0.06164250000000001
2.0,7.496382618878682,4.405005146870663,0.7917183256563948,0.1528152188259964,210.0,43.85165397078553,40.71228492579188,1.0,0.0,2.0,1.0,1.0,0.0,393.6,171.93,2515.51,205.66,81.36166298099823,11.39067774,0.19125000000000017,0.024642000000000008
0.0,5.197298239292581,3.4000472530992334,0.7050325995538864,0.24652270272330307,403.0,41.13002829645046,44.638233386026926,2.0,0.0,0.0,0.0,0.0,0.0,2016.6,417.93,1559.79,221.11,82.85163645800917,12.28209271,0.6078471428571429,0.004659183333333333
0.0,7.092017808467094,2.0219618211378414,0.6029406383344277,0.3417396481446896,1.0,56.345842720387566,76.6581316343513,2.0,0.0,2.0,2.0,1.0,0.0,2250.17,407.14,2381.88,335.87,68.91412389703316,12.19691202,0.059533333333333285,0.0
0.0,5.0038455465106555,2.1136664696156586,0.7781736462088329,0.22043312099384715,210.0,48.83132217900086,92.45564119612992,2.0,1.0,1.0,0.0,0.0,1.0,2775.41,236.2,2190.72,647.18,70.15149704879082,11.10645457,0.47825904761904797,0.02158745833333333
4.0,5.049435522002619,4.097569579925117,0.5545528871397719,0.3957676507409102,463.0,69.2435034820661,74.79036721889435,1.0,0.0,1.0,0.0,0.0,1.0,1178.6,170.76,2937.77,196.4,40.55928038123944,11.18435369,0.6546754761904766,0.12121058333333341
0.0,7.092017808467094,2.0219618211378414,0.6029406383344277,0.3417396481446896,1.0,56.345842720387566,76.6581316343513,2.0,0.0,2.0,2.0,1.0,0.0,2250.17,407.14,2381.88,335.87,68.91412389703316,12.1969005,0.059533333333333285,0.0
0.0,7.224519457564942,4.0654758525432815,0.539681239327609,0.14970902852577223,365.0,38.773576745069036,32.50580761275415,2.0,0.0,0.0,2.0,1.0,0.0,1535.08,500.33,2499.7,526.28,85.51272214569758,12.24060789,0.5785833333333333,0.021434936904761906
0.0,5.024287250746327,4.0398319816797414,0.5960882954692577,0.3400076522157643,332.0,53.11167720935841,39.289895367202945,0.0,0.0,0.0,2.0,0.0,2.0,2299.52,471.19,1596.1,315.44,87.76145763175123,12.22577255,0.7808038095238102,0.02832703571428573
3.0,5.0599060471664625,4.001581148211303,0.6616879377390918,0.3429940141197884,353.0,64.83094919878789,54.623631916863346,2.0,0.0,1.0,0.0,1.0,1.0,807.06,186.55,2842.21,194.08,68.73186801044079,11.46636967,0.7699183333333331,0.05756627619047619
1.0,5.0353521963326155,3.9414157226696758,0.5837427409490136,0.37711384926162766,269.0,38.556722833202755,69.30496699234158,1.0,1.0,0.0,2.0,1.0,2.0,761.49,187.5,1500.49,362.55,96.5695756950527,11.26011115,0.6299588095238093,0.22286685714285703
0.0,7.417108795424829,2.075016220842147,0.7831009794082511,0.3174062376740439,510.0,99.86783366331612,40.51289199144355,2.0,1.0,1.0,0.0,0.0,0.0,3035.95,476.62,3222.69,767.67,71.32089285069829,11.94573382,0.32965333333333335,0.01624796666666667
4.0,7.352157413721625,4.480890448115179,0.7628866849723667,0.3341801966134786,229.0,68.61462648374687,30.298104505971992,0.0,1.0,2.0,1.0,1.0,0.0,1261.03,308.2,2902.54,199.82,47.35638347218877,11.20857187,0.36925000000000013,0.21722726547619048
0.0,6.596416734797466,2.0325824612620194,0.6626407947099214,0.28360481635891316,530.0,94.70006088885236,96.99059854967626,2.0,0.0,1.0,0.0,1.0,1.0,3121.12,256.79,4294.02,721.07,69.51867737891826,11.52002226,0.26253714285714286,0.06886576666666666
0.0,5.017640807882403,4.018135934903036,0.6792391863024251,0.36381924629099544,328.0,49.70778662552009,30.884876772643544,2.0,0.0,0.0,0.0,1.0,1.0,4178.6,693.29,70.28,534.16,80.77073432135784,11.55881977,0.7027983333333337,0.023439366666666663
0.0,5.118250602135043,2.0186762541983745,0.7591273124823353,0.39155713433186795,463.0,94.31080623430712,36.11845265132079,1.0,0.0,2.0,2.0,1.0,2.0,314.95,157.39,2292.61,482.03,35.71565906979556,11.38091017,0.45388833333333345,0.15347460000000007
0.0,6.895544334645463,4.0736722985781935,0.618347029983412,0.38752422660949515,395.0,58.754202361963166,31.94704790034222,0.0,1.0,0.0,2.0,1.0,1.0,3537.6,727.65,3282.57,257.79,81.78517359568329,11.5080543,0.3317750000000001,0.01315996666666666
0.0,5.026255469405895,4.134751911967348,0.7061033126437185,0.355797372358873,431.0,50.00992282268574,39.23065619843392,0.0,0.0,2.0,1.0,0.0,1.0,3754.34,789.02,176.55,363.53,82.78157904306501,11.15689104,0.7092592857142861,0.37022493333333323
1.0,7.423232516574222,3.764733127238073,0.5021109049763356,0.3640597842816238,389.0,97.91112827751097,68.43856047365544,2.0,1.0,1.0,2.0,1.0,0.0,110.69,488.87,519.32,262.95,38.6019733878152,11.13677176,0.23620833333333338,0.08650599999999997
0.0,7.464005949290385,4.083743828025182,0.5119587212965421,0.3482278268940381,693.0,49.44810776876116,32.50718474959839,1.0,0.0,0.0,0.0,0.0,0.0,3018.71,490.02,3028.9,755.84,82.35640604983885,11.46318778,0.48500166666666655,0.01120040714285714
0.0,5.136144929759834,2.0709389683820665,0.7797032046110559,0.3841247221438401,1.0,69.64075909711637,37.31655062494786,1.0,0.0,2.0,2.0,1.0,2.0,314.92,157.46,2292.61,482.03,39.109045053686046,11.24992863,0.27557500000000007,0.19159424999999997
0.0,7.240011460685408,2.2907141500096277,0.6603071086589056,0.20592659435313931,628.0,98.57864334404691,86.73230881837709,2.0,1.0,1.0,0.0,0.0,1.0,2775.41,236.2,2190.72,647.18,74.27310962787533,11.23035416,0.3016469047619048,0.0026341249999999997
0.0,5.020861333251338,2.5859052153035513,0.7825536571333922,0.34489640640672076,123.0,44.046224711027556,35.55434562147242,2.0,0.0,0.0,1.0,1.0,0.0,267.3,157.62,4377.75,457.08,81.68686612665012,11.7628985,0.4112221428571427,0.005268999999999999
0.0,5.98977217249734,4.4077602890316205,0.7233903966800926,0.31198816141243396,339.0,37.34762720881412,59.42808069199615,0.0,1.0,0.0,0.0,0.0,0.0,331.56,160.89,2208.45,330.22,68.74322456706751,11.4036895,0.8039166666666668,0.0043315
0.0,5.02683011671102,4.338559499991795,0.7763060162155142,0.3647765996398765,687.0,73.64819251877799,34.81414514234506,0.0,1.0,2.0,1.0,1.0,0.0,169.43,713.47,3733.34,215.79,91.0099831372201,11.34362422,0.6300933333333335,0.22557670833333338
0.0,5.0949313813781245,2.0914977433640822,0.7864592282110938,0.3450795268903549,488.0,97.64213150245135,42.033692427034396,2.0,0.0,1.0,1.0,0.0,1.0,210.64,762.82,1730.07,368.56,77.7584604166404,12.26656823,0.5495497619047618,0.02081720416666667
0.0,5.009335984849722,3.6324311382073997,0.6837681633920837,0.27310951763156777,1.0,37.28059302527193,43.203951392407475,2.0,0.0,0.0,0.0,0.0,0.0,2016.6,417.93,1559.79,221.11,91.97739693843796,12.1628886,0.5723164285714284,0.004061083333333334
0.0,5.060033736171182,4.225142955527869,0.7990544762585656,0.389367923663768,100.0,57.42815944178832,33.80818081282418,0.0,0.0,1.0,1.0,0.0,0.0,327.0,161.77,4200.11,792.34,82.48073923819044,11.63123172,0.4353449999999998,0.04260517499999999
0.0,5.021272393115996,4.059964312886649,0.6562619875881273,0.3892594231346139,156.0,71.66954956955968,31.258450264841315,1.0,0.0,2.0,1.0,1.0,0.0,302.06,149.91,3537.83,710.51,93.8622970719102,12.0804672,0.4870533333333331,0.1576776071428572
0.0,7.417108795424829,2.075016220842147,0.7831009794082511,0.3174062376740439,510.0,99.86783366331612,40.51289199144355,2.0,1.0,1.0,0.0,0.0,0.0,3035.95,476.62,3222.69,767.67,71.32089285069829,11.94573382,0.32965333333333335,0.01624796666666667
1.0,6.381293437898364,4.163019888334263,0.5008191008709083,0.3633533855574363,166.0,96.08814949872782,90.20854242979647,0.0,1.0,1.0,0.0,1.0,1.0,402.89,183.86,3785.3,270.22,76.5754568840174,11.09418635,0.09314333333333334,0.24968599999999996
0.0,6.574619366815854,2.129139456529037,0.6737703502912261,0.3414453200416013,377.0,99.7412383897684,80.47649219891468,2.0,1.0,1.0,2.0,0.0,1.0,4161.81,215.39,2432.66,613.06,68.99793539958013,12.37726363,0.5719916666666667,0.2143673535714287
0.0,5.046803270861727,4.001581681701541,0.7791461776357427,0.356741469929473,336.0,60.74478105334474,43.195650098262114,0.0,0.0,2.0,0.0,1.0,1.0,1972.4,260.47,1597.98,306.47,82.4797142959128,11.40078403,0.62174,0.3586982813492064
0.0,5.0088994225045385,3.932445599918651,0.7995724477320029,0.3722260321388869,1.0,54.73168481253525,30.709026201005287,1.0,1.0,2.0,1.0,1.0,0.0,318.71,157.47,3108.03,421.63,41.1478816650715,11.75629253,0.3772799999999999,0.203685
