PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS,FTG
0.0,7.384347421600963,2.1267285930550694,0.5571782987038264,0.35715277913605414,629.0,46.57941687390041,93.6243791204967,2.0,1.0,1.0,0.0,0.0,1.0,2775.41,236.2,2190.72,647.18,69.84836182613067,11.23039996,0.4095602380952381,0.026214133333333337
0.0,5.007177081964805,4.017456093343152,0.57920765920142,0.3927859205049453,242.0,39.267709935541625,43.01122949330836,1.0,1.0,2.0,1.0,0.0,0.0,246.95,120.77,4004.57,246.63,65.73589540813288,11.70956329,0.5704183333333337,0.26264858333333335
0.0,5.132840303905507,3.906829906008751,0.748697259117294,0.1463685339047967,110.0,30.58533108272678,39.30116827191958,0.0,0.0,0.0,2.0,0.0,2.0,403.29,171.22,1596.1,315.44,63.405432518773424,12.15886786,0.18357166666666663,0.004977499999999999
3.0,5.016760242662615,4.031620288044293,0.748556312295037,0.1515509316131523,376.0,30.416600672277216,39.986410050480636,1.0,1.0,0.0,2.0,1.0,0.0,597.38,193.24,2900.07,199.85,80.68235292397428,11.64391232,0.5400850000000001,0.003894
0.0,5.016229097408651,2.1381417599181534,0.5598466421117578,0.38349312544398084,530.0,51.887660836700604,74.4823280832735,2.0,0.0,1.0,0.0,1.0,1.0,3121.12,256.79,4294.02,721.07,82.89969827081424,11.52002226,0.7404316666666669,0.09660764166666666
0.0,5.010361064517929,2.047858679148393,0.778858879763444,0.11458155926306271,290.0,99.81259953160364,37.30069914250482,1.0,0.0,2.0,1.0,1.0,0.0,1671.4,165.13,4445.72,743.68,46.86758945652236,12.06146909,0.4386283333333336,0.38349078333333325
1.0,5.036194227137897,4.3486991881284345,0.7451096077097352,0.39249246048301967,279.0,69.81998264200276,41.66278397338929,1.0,0.0,2.0,0.0,0.0,1.0,188.14,181.53,1003.85,774.62,33.71165948380531,11.44581712,0.48517000000000027,0.2433331666666668
0.0,5.023130159897294,2.709917350664263,0.7911803913112492,0.38983362827603013,199.0,96.57568521648957,56.083973013338934,0.0,0.0,1.0,1.0,0.0,0.0,327.0,161.77,4200.11,792.34,98.85757588245916,11.66090222,0.5076600000000002,0.03530420833333335
0.0,5.023095251414142,4.242336927872145,0.6736802862858745,0.38070216827065323,329.0,56.95227775006449,32.16589573770074,2.0,0.0,0.0,0.0,1.0,1.0,4178.6,693.29,70.28,534.16,83.05216539452726,11.5588442,0.613671666666667,0.02438203333333333
0.0,5.060494192513843,4.018401322212103,0.6320028206680275,0.3924141901046919,1.0,42.647114393131176,79.050753714753,2.0,0.0,2.0,2.0,1.0,0.0,2250.17,407.14,2381.88,335.87,68.9264605329079,12.1969005,0.5948016666666668,0.09268649999999999
0.0,7.331648799873955,2.007585738107443,0.6159433738392797,0.3493531485038109,467.0,82.77133319228724,97.37127173566425,0.0,0.0,1.0,1.0,0.0,1.0,3922.46,260.71,1380.68,415.8,80.4293093411226,11.65043804,0.5159200000000002,0.06285399166666666
3.0,5.023459089431805,4.036930968409701,0.7697889109610524,0.38900049732500325,143.0,61.54951979514012,37.25463901687443,1.0,1.0,2.0,2.0,0.0,0.0,489.61,175.89,2886.28,195.34,89.32556429015739,11.8433051,0.6222533333333335,0.22267950000000006
2.0,5.166283538861504,3.9434111176536124,0.5153578409522405,0.3909572513787196,94.0,74.90825110528432,95.1495942012815,2.0,1.0,1.0,1.0,0.0,2.0,367.35,171.6,1637.01,178.96,99.23563484969667,11.37072888,0.5098838095238096,0.22124999999999997
0.0,7.4916910031177935,2.0333895813525382,0.7886069894962368,0.1635262148187056,289.0,57.15024508449203,99.65469998493232,0.0,0.0,2.0,1.0,1.0,1.0,1913.61,326.97,825.52,691.49,81.2727103896403,11.40121038,0.28583499999999995,0.0079285
0.0,5.3221245159433455,2.0157949638268597,0.7804978250742374,0.30508678722854066,1.0,99.93600409405545,48.61571931454591,1.0,1.0,1.0,1.0,1.0,1.0,310.72,131.25,618.66,271.69,71.29173671667539,12.12544273,0.34767047619047625,0.017255799999999998
0.0,5.186784383137332,4.04215928863991,0.7257673869747536,0.3803268637061451,221.0,44.70674098061839,30.710104586432774,0.0,0.0,0.0,2.0,0.0,2.0,403.29,171.22,1596.1,315.44,81.29826297534123,12.19210188,0.6099754761904763,0.006925666666666664
0.0,6.876814294384914,2.019780995177496,0.7895465773550834,0.10501849479992374,144.0,54.9420776918383,71.53535908264442,0.0,0.0,2.0,1.0,1.0,1.0,1913.61,326.97,825.52,691.49,66.98775770202224,11.35856617,0.2989816666666667,0.00037699999999999995
